,price_log,sqft_lot,sqft_above,sqft_garage,sqft_patio,bedrooms,bathrooms,floors,condition_num,extracted_grade_num,waterfront_YES,greenbelt_YES,basement_1.0,sewer_PUBLIC,heat_Electricity/Solar,heat_Gas,heat_Gas/Solar,heat_Oil
27557,13.781436577630522,213008,2390,0,430,4,2.0,1.5,2,8,0,0,1,0,0,0,0,0
27445,14.31325094218161,204732,2660,730,320,4,3.0,2.0,4,8,0,0,0,0,0,0,0,0
1804,14.058456736574664,200376,2550,820,840,3,3.0,1.0,4,9,0,0,0,0,0,0,0,0
6027,14.827111469642754,383328,3470,900,900,3,3.0,2.0,3,10,0,0,1,0,0,1,0,0
9885,14.845129975145433,17424,1950,0,60,3,2.0,3.0,3,7,0,0,1,0,0,0,0,0
18580,13.997832114758229,10016,920,0,120,3,1.0,1.0,3,6,0,0,1,1,0,1,0,0
18798,14.269765830241871,7695,2680,0,60,4,2.5,2.0,3,10,0,0,1,1,0,0,0,1
8956,14.888805038648094,11112,3840,0,0,6,4.5,2.5,4,9,0,0,1,1,0,1,0,0
15864,14.269765830241871,2432,2740,0,220,5,2.5,2.5,4,8,0,0,1,1,0,1,0,0
27511,13.353475098367715,11761,2900,0,0,5,4.0,2.0,3,10,0,0,1,1,0,0,0,1
12091,14.09692301740246,6500,1260,0,600,5,2.0,1.0,4,7,0,0,1,1,0,1,0,0
21155,14.506154608306101,13515,1980,440,0,4,2.5,2.0,4,10,0,0,1,1,0,1,0,0
19836,12.471125599921594,64589,3520,0,1240,4,4.5,1.0,5,10,0,0,1,0,0,1,0,0
19041,15.373655176010823,53578,4490,840,650,4,4.5,1.0,3,11,0,0,0,1,0,1,0,0
5228,15.068273526459642,43560,3880,0,110,4,3.5,2.5,5,10,0,0,0,0,0,1,0,0
5358,14.77102200299171,52000,6050,640,380,6,5.0,2.0,3,11,0,0,0,1,0,1,0,0
29379,15.096430514440998,66167,5500,1110,660,5,5.5,2.0,3,9,0,0,0,0,0,1,0,0
10686,11.358351362178784,196020,1220,0,60,2,2.0,1.0,5,6,0,0,0,0,0,0,0,0
12468,13.687677186454389,7849,1220,460,570,3,2.0,2.0,3,7,0,1,0,1,0,1,0,0
5087,13.77468856344402,7202,1500,530,590,3,2.0,2.0,3,7,0,1,0,1,0,1,0,0
539,13.963930563082547,8533,1130,670,0,3,2.0,1.0,3,7,0,1,0,1,0,0,0,0
17830,14.166167429577444,8262,1660,530,40,3,2.0,1.5,3,7,0,0,0,1,0,1,0,0
694,13.892471599100402,10869,2010,530,410,4,3.0,2.0,3,7,0,0,0,1,0,1,0,0
16334,13.864300722133706,13776,1730,770,0,3,2.0,1.0,4,8,0,1,0,1,0,1,0,0
14410,12.524526376648708,6822,800,0,130,2,1.0,1.0,3,5,0,0,0,1,0,0,0,0
29386,14.496078956317358,12846,3130,410,390,5,3.0,2.0,3,9,0,0,0,1,0,1,0,0
10365,13.38472764187182,9885,1430,0,80,4,1.0,1.5,3,6,0,0,1,1,0,0,0,1
28839,13.36295384232226,10247,1060,320,0,2,1.0,1.0,3,7,0,0,1,1,0,1,0,0
5383,13.10978459519747,7830,800,0,170,2,1.0,1.0,3,7,0,0,1,1,0,0,0,0
26626,13.641157170819497,8400,2800,0,0,5,2.0,2.5,3,7,0,0,0,1,0,0,0,0
29362,14.038654109278484,6106,2590,400,180,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
4182,13.818506066944073,8058,1210,480,100,3,2.5,1.0,3,7,0,0,1,1,0,1,0,0
14421,13.989463865087712,6106,2480,400,80,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
15105,14.151982794585487,13483,1130,400,160,4,3.0,1.0,4,7,0,0,1,1,0,1,0,0
6314,14.28551418721001,7993,3830,0,490,6,4.0,2.0,3,7,0,0,1,1,0,0,0,0
21602,13.710150042306449,27442,1270,520,160,4,2.5,1.0,3,7,0,0,1,1,0,0,0,0
29364,14.334304351379442,37226,1530,700,60,3,1.0,1.0,3,6,0,0,0,1,0,1,0,0
5930,11.853859163026648,11325,1780,530,0,3,2.5,1.0,3,7,0,0,1,1,0,1,0,0
14546,13.909911233385758,18295,2030,400,120,5,4.0,1.5,4,7,0,0,0,1,0,1,0,0
342,14.077874822431765,29354,1340,480,870,5,3.0,1.0,3,8,0,0,1,1,0,1,0,0
23845,14.301018373745976,54730,3340,720,0,4,2.5,2.0,3,9,0,0,0,0,0,1,0,0
26652,15.137266397946593,323215,4520,970,1630,4,4.5,2.0,3,11,0,0,0,0,0,1,0,0
27946,14.508657738524219,868151,3680,1100,480,3,3.0,1.5,3,10,0,0,0,0,0,1,0,0
11820,13.635187003832993,215186,2090,590,170,3,2.5,2.0,3,7,0,0,0,0,0,0,0,0
9813,13.517778149658993,203960,1400,620,430,3,2.0,1.0,3,7,0,0,1,0,0,0,0,0
1000,13.710150042306449,207728,2040,480,270,3,2.0,1.0,3,7,0,0,0,0,0,0,0,1
12528,13.623138665316818,51400,1570,0,490,3,2.0,1.0,3,7,0,0,0,0,0,1,0,0
15436,14.133964289082808,9168,1450,480,420,4,3.0,1.0,4,8,0,0,1,1,0,1,0,0
6084,14.151982794585487,7200,1390,620,350,4,2.5,1.0,5,8,0,0,1,1,0,1,0,0
17695,13.681979165339751,9375,4700,650,420,5,4.5,2.0,3,10,0,0,0,1,0,1,0,0
4667,14.297936707208567,9851,1212,462,164,3,2.0,1.0,3,8,0,0,1,1,0,1,0,0
17272,14.0623706358958,4893,2708,360,140,5,3.0,2.0,3,8,0,0,0,1,0,1,0,0
21133,14.081713598738931,3435,2330,590,140,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
17289,13.924364962876357,2508,2240,320,340,4,3.5,2.0,3,8,0,0,1,1,0,1,0,0
25470,14.253765488895429,212137,3060,660,1170,3,2.5,1.5,4,8,0,0,1,0,0,1,0,0
29053,13.573438996764546,18002,1400,460,150,3,2.0,1.0,4,6,0,0,0,0,0,0,0,0
7723,13.552000637483479,11190,1080,650,390,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0
17051,13.661368211435628,12358,1370,550,80,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0
20171,13.458835614025542,11805,1350,490,340,3,2.0,1.0,4,7,0,0,0,1,0,0,0,0
21314,13.500799813124575,14504,1310,550,220,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0
9963,13.592367006650065,9046,1750,530,0,4,2.5,2.0,4,7,0,0,0,1,0,1,0,0
5860,13.521139497361697,9635,1210,440,280,3,2.0,1.0,4,7,0,0,0,1,0,0,0,0
13210,13.591741811256146,12046,1400,460,200,3,3.0,1.0,5,7,0,0,0,1,0,1,0,0
28598,13.701221411562146,10377,1670,440,260,3,2.5,2.0,5,7,0,0,0,1,0,1,0,0
15456,13.399995114002609,9623,1270,460,600,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0
13398,13.676248490630767,8376,1100,0,260,3,1.0,1.0,4,6,0,0,0,1,0,1,0,0
29261,14.239470248708603,10601,2540,950,470,4,3.5,2.0,3,9,0,0,1,1,0,1,0,0
9039,13.740248073463727,8479,1800,520,440,3,2.5,1.0,3,7,0,0,0,1,0,1,0,0
14864,12.959844447906553,7670,1230,0,310,3,2.0,2.0,3,7,0,0,1,1,0,0,0,1
18763,13.815510557964274,10000,2020,460,940,3,2.0,1.0,3,8,0,0,0,1,0,1,0,0
20495,13.180632285528304,5000,1280,0,130,3,1.0,1.0,3,6,0,0,0,1,0,0,0,0
1763,13.864300722133706,9704,2670,0,450,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
7018,13.790192749979985,10402,2020,0,140,3,2.0,1.0,4,7,0,0,0,1,0,0,0,1
1872,13.65416740755551,10000,1660,610,150,3,2.0,1.0,5,7,0,0,0,1,0,1,0,0
19142,13.458835614025542,7500,970,0,480,2,1.0,1.5,4,6,0,0,0,1,0,0,0,0
19859,13.415032991367148,10900,1270,0,340,2,1.0,1.0,5,6,0,0,0,1,0,0,0,0
7760,13.62918097977278,3300,1660,0,280,4,3.5,2.0,3,9,0,0,1,1,0,1,0,0
22445,13.560618308335483,7500,1860,0,0,3,2.0,1.0,5,7,0,0,0,1,0,1,0,0
3378,13.422467969854667,10000,1220,550,560,3,1.5,1.0,3,7,0,0,0,1,0,0,0,0
13378,11.695247021764184,23115,1810,530,490,3,2.5,2.0,3,7,0,0,0,1,0,0,0,0
3439,13.244492510637393,9169,1350,420,60,4,2.5,1.0,4,7,0,0,1,1,0,0,0,0
15347,13.407542319637992,11238,1090,520,110,4,2.0,1.0,3,7,0,0,1,1,0,0,0,0
9636,13.458835614025542,7560,880,520,80,3,2.0,1.0,3,7,0,0,1,1,0,0,0,0
25730,13.617059619240436,7908,1030,400,160,3,2.0,1.0,3,7,0,0,1,1,0,0,0,0
22869,13.38472764187182,7503,1300,0,500,3,2.0,1.0,5,7,0,0,0,1,0,1,0,0
13419,13.592367006650065,15231,1830,483,340,3,2.5,2.0,4,7,0,0,0,1,0,1,0,0
21038,13.764217263576723,19654,2050,440,850,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0
21127,13.525158256956614,12793,1830,640,200,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0
11355,14.151982794585487,19700,2570,790,300,4,2.5,2.0,4,8,0,0,0,1,0,1,0,0
15618,13.981024996441848,6222,2430,430,250,3,3.5,2.0,3,8,0,0,1,1,0,0,0,0
9525,13.909911233385758,6564,1730,0,290,4,3.5,2.0,4,8,0,0,1,1,0,0,0,0
5287,13.592367006650065,8352,970,340,60,3,2.0,1.0,3,7,0,0,1,1,0,1,0,0
30110,13.81049801614073,10335,1750,0,0,3,2.0,1.0,5,7,0,0,0,1,0,1,0,0
21492,13.928839243271277,3825,1830,200,40,2,1.0,1.5,3,7,0,0,1,1,0,0,0,1
17792,14.48333993053993,6325,2020,0,330,3,4.0,2.0,4,8,0,0,1,1,0,1,0,0
4724,13.592367006650065,3750,1800,0,110,3,2.0,1.5,3,8,0,0,1,1,0,0,0,1
9673,13.652979863691412,7508,1270,570,0,4,3.0,1.0,5,7,0,0,1,1,0,1,0,0
16330,14.054527458434775,7085,2740,590,290,5,3.0,2.0,3,8,0,0,0,1,0,1,0,0
22477,13.840203170554645,8233,2090,720,370,4,3.0,2.0,4,8,0,0,0,1,0,1,0,0
23064,14.28551418721001,10146,2090,720,0,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
7566,13.312983737012978,3480,2010,470,80,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0
13458,13.345506928718539,3022,2010,470,80,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0
23545,13.465953081794405,7223,2610,580,50,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
16206,13.514405465180353,7590,2630,640,0,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0
11436,13.480037821676145,7401,2810,670,30,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
8589,13.46729969243767,7436,2810,520,270,3,2.5,2.0,3,9,0,0,0,1,0,1,0,0
14420,13.573438996764546,8702,3120,640,60,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
14825,13.567049198665774,7363,3075,577,95,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0
14004,13.514405465180353,8061,1970,640,0,4,2.5,2.0,4,7,0,0,0,1,0,1,0,0
4313,14.375126345899696,14900,1680,700,160,3,3.0,1.0,5,8,0,0,1,1,0,1,0,0
23864,14.402185494013702,9730,1700,510,520,3,2.5,1.0,5,9,0,0,1,1,0,1,0,0
17140,10.901192359022497,16495,2030,480,450,4,2.5,2.0,5,9,0,0,0,1,0,1,0,0
16758,14.440378897770925,10935,1450,610,50,4,3.0,1.0,4,9,0,0,1,1,0,1,0,0
27545,14.085537695177335,8706,1350,470,770,3,3.0,1.0,5,8,0,0,1,1,0,1,0,0
14228,14.15910026235435,7210,1370,680,480,5,3.0,1.0,5,8,0,0,1,1,0,1,0,0
20077,14.26339638195639,8125,2490,610,380,5,2.5,2.0,5,8,0,0,0,1,0,1,0,0
12387,12.676076274775909,6400,730,0,0,2,1.0,1.0,3,6,0,0,0,1,0,1,0,0
17227,13.199324418540456,6120,960,0,0,3,1.0,1.0,5,7,0,0,0,1,0,1,0,0
2665,13.670484785914017,7560,1400,600,440,3,2.5,1.0,3,7,0,0,1,1,0,0,0,0
12963,13.655928488139809,6300,2470,380,120,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
6110,13.14020329553266,14760,1250,0,120,3,1.5,1.5,3,6,0,0,1,1,0,0,0,1
20929,13.038981768465277,7380,1340,250,120,2,2.0,1.0,3,6,0,0,0,1,0,0,0,0
13331,13.036805489042683,9840,700,0,0,2,1.0,1.5,3,6,0,0,1,1,0,0,0,1
9725,13.492546671367853,6949,1510,580,280,4,2.5,1.0,4,8,0,0,1,1,0,1,0,0
24774,13.604789526648622,19680,1710,0,120,4,3.0,1.5,4,6,0,0,1,1,0,0,0,1
19671,13.304684934198283,5640,900,400,60,2,2.0,1.0,5,6,0,0,1,1,0,0,0,0
29807,13.16158409055761,8040,1330,280,680,4,1.0,1.5,3,7,0,0,1,1,0,0,0,1
21283,13.217673557208654,8150,1230,250,350,3,1.0,1.0,3,6,0,0,1,1,0,0,0,1
13318,13.36138027787483,5009,910,0,0,4,2.0,1.0,5,7,0,0,1,1,0,1,0,0
28401,13.217673557208654,5000,1240,220,80,4,1.0,1.0,3,6,0,0,0,1,0,0,0,1
22010,13.12236937738633,5750,1200,340,180,3,1.0,1.0,3,7,0,0,0,1,0,0,0,1
20117,13.071070083016778,14742,1050,0,0,2,1.0,1.0,3,7,0,0,0,0,0,0,0,1
12535,13.199324418540456,11050,1130,0,0,3,2.0,1.0,3,8,0,0,1,0,0,0,0,1
1732,13.700099706452946,21228,1780,0,410,5,2.0,1.0,4,7,0,0,1,0,0,0,0,0
280,13.641157170819497,11400,1570,530,500,4,3.0,1.0,3,7,0,0,1,0,0,1,0,0
15138,13.591116224748411,24000,1670,520,200,4,3.5,2.0,4,8,0,0,1,0,0,1,0,0
7890,11.755871643580617,7000,1200,290,260,3,1.0,1.0,3,7,0,0,1,0,0,0,0,1
28267,13.017002861746503,5980,1580,0,275,3,1.0,1.5,4,6,0,0,0,0,0,1,0,0
26226,13.16158409055761,21100,830,0,170,2,1.0,1.0,3,6,0,0,0,0,0,0,0,0
132,13.556739829006913,14600,1330,0,120,3,2.0,1.5,5,6,0,0,1,0,0,0,0,0
1079,13.056223574899784,8960,1040,0,0,2,1.0,1.0,3,6,0,0,0,0,0,0,0,0
24640,13.38472764187182,11331,1670,660,340,5,3.0,1.0,4,7,0,0,1,0,0,1,0,0
26868,13.38472764187182,26483,1860,600,510,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0
26832,13.617059619240436,12500,2290,730,220,3,3.0,2.0,3,8,0,0,1,1,0,1,0,0
3460,12.435198268521932,163785,770,0,290,2,1.0,1.0,3,6,0,0,1,0,0,0,0,1
24678,13.345506928718539,10830,1440,480,0,5,3.0,1.0,4,7,0,0,1,1,0,0,0,0
25535,13.324487561494463,16800,1920,0,580,4,1.5,2.0,5,7,0,0,1,1,0,1,0,0
19235,13.592367006650065,18070,2364,0,240,6,4.0,1.0,4,8,0,0,1,1,0,0,0,1
90,12.540292347098093,8100,1360,0,360,3,2.0,2.0,5,5,0,0,1,1,0,0,0,0
25347,13.038981768465277,6135,1480,0,0,3,1.0,1.5,4,7,0,0,0,1,0,0,0,1
9036,12.621488084491506,10168,1360,0,0,3,1.0,1.0,4,6,0,0,1,1,0,1,0,0
20482,13.244581010128577,7000,1830,500,0,4,3.0,2.0,3,6,0,0,0,1,0,0,0,0
11055,12.923790480024325,20740,1380,480,60,3,2.0,1.0,3,7,0,0,0,0,0,1,0,0
3235,12.89921982609012,11536,920,0,140,2,1.0,1.0,4,5,0,0,0,0,0,0,0,1
18743,13.415032991367148,15360,1720,480,0,3,2.0,1.0,3,7,0,0,0,0,0,1,0,0
19964,13.36138027787483,9440,1790,750,150,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
19628,13.244581010128577,8083,1200,480,240,3,2.5,1.0,3,7,0,0,1,1,0,1,0,0
19012,14.077874822431765,4500,2370,440,160,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
21159,14.15910026235435,5310,2590,510,70,3,2.5,2.0,3,8,0,0,1,1,0,1,0,0
6941,14.055314550171591,5075,2820,480,270,4,3.5,2.0,3,8,0,0,1,1,0,1,0,0
5652,14.006130917572923,4693,2910,460,210,3,2.5,2.0,3,8,0,1,1,1,0,1,0,0
18464,14.038654109278484,15378,1220,550,80,3,2.5,1.0,3,7,0,0,1,1,0,1,0,0
13829,13.955272500339433,9600,1220,550,140,3,2.0,1.0,3,7,0,0,1,1,0,1,0,0
8984,14.346138809026444,9592,1560,490,420,3,3.0,1.0,4,7,0,0,1,1,0,1,0,0
27462,13.353475098367715,26076,1820,570,380,3,2.0,1.0,4,8,0,1,0,0,0,1,0,0
22441,13.345506928718539,14250,1460,530,200,5,2.0,1.0,4,7,0,0,1,0,0,1,0,0
9550,14.08400981099928,8400,1510,620,160,4,3.0,1.0,4,8,0,0,1,1,0,1,0,0
19903,13.997832114758229,8925,1270,440,300,3,2.0,1.0,4,8,0,0,1,1,0,1,0,0
27898,14.018451401960965,4000,1440,0,260,4,3.0,1.5,4,8,0,0,1,1,0,1,0,0
26107,13.38472764187182,3600,1960,200,0,4,1.5,1.5,3,7,0,0,1,1,0,1,0,0
19458,14.077874822431765,3600,1690,260,0,4,4.0,1.5,3,7,0,0,1,1,0,0,0,0
17423,14.301018373745976,3600,1660,190,30,3,2.5,2.0,4,9,0,0,1,1,0,1,0,0
24198,14.372265113618665,162914,4048,936,924,4,4.5,2.0,5,10,0,0,0,1,0,1,0,0
24891,13.753635154246187,34300,2130,650,210,3,2.5,1.0,4,9,0,0,1,1,0,1,0,0
9314,14.316285845876763,27728,2310,0,740,4,2.5,2.0,5,9,0,0,1,1,0,0,0,0
7736,14.4740662937546,22230,1680,0,280,4,3.5,2.0,4,9,0,0,1,1,0,0,0,0
23199,14.613017753848462,16343,2090,500,530,4,3.0,1.0,5,9,0,0,1,1,0,1,0,0
20341,14.790070197962406,15826,3030,500,1030,5,4.5,2.0,4,10,0,0,1,1,0,1,0,0
1414,14.349075668699754,16260,1620,460,390,4,3.0,2.0,4,10,0,0,1,1,0,0,0,0
27701,13.049792684569493,6585,1640,460,610,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0
23591,14.322328160332725,4830,1860,0,0,3,2.0,1.5,4,8,0,0,1,1,0,1,0,0
20830,14.845129975145433,5922,3990,960,320,6,3.0,3.0,3,8,0,0,1,1,0,0,0,0
20829,14.845129975145433,5133,2500,0,100,6,5.5,2.0,3,8,0,0,1,1,0,0,0,0
19151,13.815510557964274,4752,2680,420,80,5,3.5,2.0,3,8,0,0,1,1,0,0,0,0
26165,14.880221294956703,7200,4010,0,240,4,4.0,2.0,4,11,0,0,1,1,0,1,0,0
13194,12.948009990259552,15000,1300,0,0,3,1.0,1.0,3,6,0,0,0,0,0,0,0,0
24379,13.345506928718539,28950,1560,400,0,3,1.0,1.0,3,7,0,0,1,0,0,1,0,0
15953,13.38472764187182,11112,1790,540,310,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0
189,13.554145793829866,9976,1450,500,200,4,3.0,1.0,4,8,0,0,1,0,0,1,0,0
11493,12.537478498246653,20000,1330,0,0,3,1.0,1.0,3,7,0,0,1,0,0,0,0,1
20456,13.592367006650065,10700,2920,380,140,4,2.5,2.0,3,7,1,0,0,1,0,1,0,0
6377,13.475833190394113,7500,1540,0,0,3,1.5,1.5,4,7,0,0,1,0,0,1,0,0
6376,13.475833190394113,12700,520,0,0,1,1.0,1.0,3,5,1,0,0,0,0,0,0,0
26917,12.206072645530174,6650,520,0,160,1,1.0,1.0,3,5,0,0,0,0,0,0,0,1
24004,13.681979165339751,11250,2690,620,200,4,3.5,2.5,3,8,0,0,0,1,0,1,0,0
4152,13.790192749979985,9490,2350,0,440,4,3.5,3.0,3,8,0,0,0,1,0,0,0,0
9313,13.997832114758229,9000,910,0,50,2,1.0,1.0,5,6,0,0,1,1,0,0,0,1
25410,13.94214320889764,9000,1320,250,180,3,2.0,1.0,4,7,0,0,0,1,0,0,0,1
21799,14.665661487333884,8808,1450,480,420,3,2.5,2.0,5,8,0,0,1,1,0,1,0,0
27303,14.169682371684887,12500,1680,0,690,4,2.0,1.0,5,7,0,0,1,1,0,0,0,1
28830,13.38472764187182,4500,1280,240,330,3,2.0,1.0,5,7,0,0,1,1,0,1,0,0
23614,14.380824367014334,6000,1500,400,0,3,2.0,1.0,4,7,0,0,1,1,0,0,0,1
7980,14.690979295318174,6000,1350,310,460,4,2.0,1.0,5,8,0,0,1,1,0,1,0,0
23480,14.304090572782945,6000,1850,480,0,3,2.5,2.0,5,7,0,0,0,1,0,1,0,0
27501,14.17318500223609,9000,1010,0,110,1,1.0,1.0,3,7,0,0,0,1,0,0,0,0
27810,14.491002803285499,8864,1370,0,190,3,2.0,1.0,3,7,0,0,1,1,0,0,0,1
23544,14.83796148566682,14649,4160,940,660,5,5.0,2.0,3,11,0,0,1,1,0,1,0,0
12556,14.699278098132869,6000,1420,0,690,4,3.0,1.0,5,8,0,0,1,1,0,1,0,0
24491,14.408837403242009,9000,1890,480,350,5,2.5,1.0,3,8,0,0,1,1,0,0,0,1
17466,14.73180128983843,18830,2830,0,140,4,3.0,2.0,3,9,1,0,0,0,0,1,0,0
10393,14.897315728316002,34899,2930,570,500,3,2.5,2.0,3,10,1,0,0,0,0,1,0,0
14316,13.122363377404328,22100,1260,0,260,3,2.0,2.0,4,7,0,0,0,0,0,0,0,0
4095,13.415032991367148,5894,880,0,270,2,1.0,1.0,4,6,0,0,1,1,0,1,0,0
4409,13.687677186454389,4800,1420,0,50,3,1.0,1.5,3,7,0,0,1,1,0,0,0,0
9723,13.380101573483037,15000,1480,470,480,3,3.0,1.0,3,8,0,0,1,0,0,0,0,0
2730,13.291261913866142,12000,1740,400,0,3,2.0,1.0,5,7,0,0,0,0,0,0,0,0
3150,13.337474757021274,12000,1070,690,280,5,3.0,1.0,4,7,0,0,1,0,0,0,0,0
7300,13.017002861746503,9000,880,440,715,3,1.0,1.0,4,7,0,0,0,0,0,0,0,0
17828,13.450227239488942,9750,1500,540,160,3,2.5,1.0,4,7,0,0,1,0,0,0,0,0
14816,12.89921982609012,9000,860,440,200,3,1.0,1.0,4,7,0,0,0,0,0,0,0,0
10951,13.190022025878143,12000,910,0,300,3,2.0,1.0,4,7,0,0,1,0,0,0,0,0
3061,13.262125319779487,23800,1330,440,500,4,3.0,1.0,4,7,0,0,1,0,0,0,0,0
15762,13.235692062711331,9600,1500,440,230,3,2.0,1.0,3,7,0,0,0,0,0,1,0,0
8494,14.302862825544622,8620,1520,480,0,3,2.0,1.0,4,8,0,0,0,1,0,1,0,0
27987,13.997832114758229,8400,2110,520,520,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
6348,14.375126345899696,13020,1580,520,310,4,4.0,1.0,3,8,0,0,1,1,0,1,0,0
3240,14.357834848789636,7620,2600,400,420,4,2.5,2.0,4,8,0,0,0,1,0,1,0,0
6050,14.334304351379442,7856,1220,470,140,4,3.0,1.0,4,8,0,0,1,1,0,1,0,0
27192,13.9108207377686,8116,1190,500,460,3,2.0,1.0,3,8,0,0,0,1,0,1,0,0
22355,13.864300722133706,11521,1250,440,270,3,2.0,1.0,4,8,0,0,1,1,0,1,0,0
15651,14.071701963324685,7412,1430,460,180,3,2.5,1.0,4,8,0,0,1,1,0,1,0,0
2667,14.141210697603576,10795,1650,420,200,4,3.5,2.0,4,8,0,0,1,1,0,1,0,0
11449,14.269765830241871,8488,2480,480,0,5,3.5,2.0,4,8,0,0,1,1,0,1,0,0
5751,14.28551418721001,7941,1850,510,210,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
21864,14.207552645740298,7504,2110,510,0,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
2331,13.215853720491667,10228,1230,0,0,2,1.0,1.0,3,6,0,0,0,1,0,0,0,1
17818,14.424732503586458,28227,4190,930,980,4,2.5,2.0,4,11,0,0,0,0,0,1,0,0
25759,13.487006490992238,8788,1170,820,280,4,2.0,1.0,3,7,0,0,1,1,0,1,0,0
20121,12.676076274775909,8772,1240,310,0,3,2.0,1.0,3,7,0,0,1,1,0,0,0,1
2117,13.701221411562146,969,1460,410,80,3,2.5,3.0,3,9,0,0,1,1,0,1,0,0
18032,14.690979295318174,10098,4160,650,450,5,4.5,2.0,3,10,0,0,0,1,0,1,0,0
18268,13.652991628466498,15514,970,0,0,3,1.0,1.0,3,7,0,0,0,1,0,1,0,0
8320,14.126846655080165,10743,1880,0,920,4,2.0,1.0,4,7,0,0,0,1,0,1,0,0
17154,14.17318500223609,10985,1480,0,0,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0
5549,14.077874822431765,12000,1340,0,0,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0
1585,14.994165554305921,7879,4110,500,160,5,4.5,2.0,3,10,0,0,0,1,0,1,0,0
24686,14.28551418721001,11100,4120,700,780,5,5.5,2.0,3,9,0,0,0,1,0,1,0,0
28466,14.946912669455374,10980,4420,770,60,6,5.5,2.0,3,10,0,0,0,1,0,0,0,0
29517,13.938612755098257,10067,1210,0,250,4,2.0,1.0,5,7,0,0,1,1,0,1,0,0
8744,14.151982794585487,13200,2920,240,1150,4,2.0,2.0,3,7,0,0,0,1,0,0,0,1
19793,14.603967918328545,7418,3370,470,40,4,4.0,2.0,3,10,0,0,0,1,0,1,0,0
6973,13.780919113194654,10582,1640,420,110,3,2.5,2.0,3,7,0,0,1,1,0,0,0,0
5646,13.62767382048221,14000,1310,0,0,3,1.5,1.0,4,7,0,0,0,1,0,1,0,0
1345,14.962913010801817,9341,4080,680,330,5,4.5,2.0,3,10,0,0,0,1,0,1,0,0
404,13.864300722133706,9453,850,0,0,3,2.0,1.0,3,7,0,0,1,1,0,1,0,0
3126,14.228282241254878,10643,1790,340,300,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0
8945,15.096444403426338,9816,4430,740,290,5,4.5,2.0,3,10,0,0,0,1,0,1,0,0
26752,14.151982794585487,9634,850,670,0,3,2.0,1.0,4,7,0,0,1,1,0,1,0,0
27593,14.73180128983843,9720,1330,350,240,5,3.0,1.0,3,8,0,0,1,1,0,0,0,0
21306,13.731041401337825,9720,1240,240,0,4,2.0,1.0,4,7,0,0,1,1,0,1,0,0
11338,14.94626729995895,13160,4430,830,340,5,4.5,2.0,3,10,0,0,0,1,0,1,0,0
3901,14.058456736574664,10288,950,260,0,3,1.0,1.0,4,7,0,0,0,1,0,1,0,0
27035,14.654920245502472,4675,2700,610,210,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
25932,13.91535589293399,10800,1290,0,0,3,1.0,1.0,3,7,0,0,0,1,0,0,0,1
9610,13.805460222110773,10440,1380,0,0,4,1.5,1.0,4,7,0,0,0,1,0,0,0,1
24940,13.527828485512494,17600,1010,510,160,3,1.0,1.0,4,8,0,1,1,1,0,1,0,0
18864,13.825460888817442,14756,1150,0,130,5,2.0,1.0,4,7,0,0,1,1,0,0,0,1
7127,13.883169206438088,8963,1010,270,40,3,1.0,1.0,4,7,0,0,0,1,0,1,0,0
27190,14.799459938312244,7736,2910,700,510,5,4.0,2.0,3,10,0,0,1,1,0,1,0,0
17036,14.151982794585487,9827,950,410,0,3,2.0,1.0,4,7,0,0,0,1,0,0,0,1
23707,14.126664986601197,8970,1000,0,0,4,2.0,1.0,4,7,0,0,1,1,0,0,0,1
4366,15.053884789007542,8360,4540,410,270,5,5.0,3.0,3,10,0,0,0,1,0,0,0,0
